COD_MUNICIPIO;MUNICIPIO;UG;;
08002;Aguilar de Segarra;99015;;
08003;Alella;08003;;
08004;Alpens;99010;;
08005;Ametlla del Vallès, L`;99014;;
08006;Arenys de Mar;08006;;
08007;Arenys de Munt;08007;;
08008;Argençola;99040;;
08009;Argentona;08009;;
08010;Artés;99015;;
08011;Avià;99004;;
08012;Avinyó;99015;;
08013;Avinyonet del Penedès;99415;;
08014;Aiguafreda;99016;;
08015;Badalona;99001;;
08016;Bagà;99004;;
08017;Balenyà;99016;;
08018;Balsareny;99015;;
08019;Barcelona;99001;;
08020;Begues;99001;;
08021;Bellprat;99040;;
08022;Berga;99004;;
08023;Bigues i Riells;99014;;
08024;Borredà;99004;;
08025;Bruc, El;99040;;
08026;Brull, El;99016;;
08027;Cabanyes, Les;99415;;
08028;Cabrera d`Anoia;99040;;
08029;Cabrera de Mar;08029;;
08030;Cabrils;08030;;
08031;Calaf;08031;;
08032;Caldes d`Estrac;08032;;
08033;Caldes de Montbui;99014;;
08034;Calders;99015;;
08035;Calella;08035;;
08036;Calonge de Segarra;99040;;
08037;Calldetenes;99010;;
08038;Callús;99015;;
08039;Campins;99014;;
08040;Canet de Mar;08040;;
08041;Canovelles;99014;;
08042;Cànoves i Samalús;08042;;
08043;Canyelles;99415;;
08044;Capellades;99040;;
08045;Capolat;99004;;
08046;Cardedeu;99014;;
08047;Cardona;99015;;
08048;Carme;99040;;
08049;Casserres;99004;;
08050;Castellar del Riu;99004;;
08051;Castellar del Vallès;99013;;
08052;Castellar de n`Hug;99004;;
08053;Castellbell i el Vilar;99015;;
08054;Castellbisbal;99001;;
08055;Castellcir;99014;;
08056;Castelldefels;99426;;
08057;Castell de l`Areny;99004;;
08058;Castellet i la Gornal;99415;;
08059;Castellfollit del Boix;99015;;
08060;Castellfollit de Riubregós;99040;;
08061;Castellgalí;99015;;
08062;Castellnou de Bages;99015;;
08063;Castellolí;99040;;
08064;Castellterçol;99014;;
08065;Castellví de la Marca;99415;;
08066;Castellví de Rosanes;99417;;
08067;Centelles;99010;;
08068;Cervelló;99001;;
08069;Collbató;08069;;
08070;Collsuspina;99016;;
08071;Copons;99040;;
08072;Corbera de Llobregat;99001;;
08073;Cornellà de Llobregat;99001;;
08074;Cubelles;99415;;
08075;Dosrius;08075;;
08076;Esparreguera **;08076;;
08077;Esplugues de Llobregat;99001;;
08078;Espunyola, L`;99004;;
08079;Estany, L`;99015;;
08080;Fígols;99004;;
08081;Fogars de Montclús;99014;;
08082;Fogars de la Selva;08082;;
08083;Folgueroles;99016;;
08084;Fonollosa;99015;;
08085;Font-rubí;99415;;
08086;Franqueses del Vallès, Les;08086;;
08087;Gallifa;08087;;
08088;Garriga, La;99014;;
08089;Gavà;99001;;
08090;Gaià;99015;;
08091;Gelida;08091;;
08092;Gironella;99004;;
08093;Gisclareny;99004;;
08094;Granada, La;99415;;
08095;Granera;99014;;
08096;Granollers;99014;;
08097;Gualba;99014;;
08098;Sant Salvador de Guardiola;99015;;
08099;Guardiola de Berguedà;99004;;
08100;Gurb;99010;;
08101;Hospitalet de Llobregat, L`;99001;;
08102;Igualada;08102;;
08103;Jorba;99040;;
08104;Llacuna, La;99040;;
08105;Llagosta, La;99014;;
08106;Llinars del Vallès;08106;;
08107;Lliçà d`Amunt;08107;;
08108;Lliçà de Vall;99014;;
08109;Lluçà;99010;;
08110;Malgrat de Mar;08110;;
08111;Malla;99016;;
08112;Manlleu;99010;;
08113;Manresa;99015;;
08114;Martorell;08114;;
08115;Martorelles;99014;;
08116;Masies de Roda, Les;99010;;
08117;Masies de Voltregà, Les;99010;;
08118;Masnou, El;08118;;
08119;Masquefa;08119;;
08120;Matadepera;08120;;
08121;Mataró;08121;;
08122;Mediona **;08122;;
08123;Molins de Rei;99001;;
08124;Mollet del Vallès;99014;;
08125;Montcada i Reixac;99001;;
08126;Montgat;99001;;
08127;Monistrol de Montserrat;99015;;
08128;Monistrol de Calders;99015;;
08129;Muntanyola;99016;;
08130;Montclar;99004;;
08131;Montesquiu;08131;;
08132;Montmajor;99004;;
08133;Montmaneu;99040;;
08134;Figaró-Montmany;99016;;
08135;Montmeló;99014;;
08136;Montornès del Vallès;99014;;
08137;Montseny;99014;;
08138;Moià;99015;;
08139;Mura;99015;;
08140;Navarcles;99015;;
08141;Navàs;99015;;
08142;Nou de Berguedà, La;99004;;
08143;Òdena;08143;;
08144;Olvan;99004;;
08145;Olèrdola;99415;;
08146;Olesa de Bonesvalls;99415;;
08147;Olesa de Montserrat;08147;;
08148;Olivella;99415;;
08149;Olost;99010;;
08150;Orís;99010;;
08151;Oristà;99010;;
08152;Orpí;99040;;
08153;Òrrius;99009;;
08154;Pacs del Penedès;99415;;
08155;Palafolls;99009;;
08156;Palau-solità i Plegamans;99013;;
08157;Pallejà;99001;;
08158;Papiol, El;99001;;
08159;Parets del Vallès;99014;;
08160;Perafita;99010;;
08161;Piera;99040;;
08162;Hostalets de Pierola, Els;08162;;
08163;Pineda de Mar;08163;;
08164;Pla del Penedès, El;99415;;
08165;Pobla de Claramunt, La;99040;;
08166;Pobla de Lillet, La;99004;;
08167;Polinyà;08167;;
08168;Pontons;99415;;
08169;Prat de Llobregat, El;99001;;
08170;Prats de Rei, Els;99040;;
08171;Prats de Lluçanès;99010;;
08172;Premià de Mar;08172;;
08174;Puigdàlber;99415;;
08175;Puig-reig;99004;;
08176;Pujalt;99040;;
08177;Quar, La;99004;;
08178;Rajadell;99015;;
08179;Rellinars;99013;;
08180;Ripollet;99001;;
08181;Roca del Vallès, La;99014;;
08182;Pont de Vilomara i Rocafort, El;99015;;
08183;Roda de Ter;99010;;
08184;Rubí;08184;;
08185;Rubió;99040;;
08187;Sabadell;08187;;
08188;Sagàs;99004;;
08189;Sant Pere Sallavinera;99040;;
08190;Saldes;99004;;
08191;Sallent;99015;;
08192;Santpedor;99015;;
08193;Sant Iscle de Vallalta;99009;;
08194;Sant Adrià de Besòs;99001;;
08195;Sant Agustí de Lluçanès;99010;;
08196;Sant Andreu de la Barca;99001;;
08197;Sant Andreu de Llavaneres;08197;;
08198;Sant Antoni de Vilamajor;99014;;
08199;Sant Bartomeu del Grau;99010;;
08200;Sant Boi de Llobregat;99001;;
08201;Sant Boi de Lluçanès;99010;;
08202;Sant Celoni;99014;;
08203;Sant Cebrià de Vallalta;08203;;
08204;Sant Climent de Llobregat;99001;;
08205;Sant Cugat del Vallès;99001;;
08206;Sant Cugat Sesgarrigues;99415;;
08207;Sant Esteve de Palautordera;08207;;
08208;Sant Esteve Sesrovires;08208;;
08209;Sant Fost de Campsentelles;99014;;
08210;Sant Feliu de Codines;99014;;
08211;Sant Feliu de Llobregat;99001;;
08212;Sant Feliu Sasserra;99015;;
08213;Sant Fruitós de Bages;99015;;
08214;Vilassar de Dalt;08214;;
08215;Sant Hipòlit de Voltregà;99010;;
08216;Sant Jaume de Frontanyà;99004;;
08217;Sant Joan Despí;99001;;
08218;Sant Joan de Vilatorrada;99015;;
08219;Vilassar de Mar;08219;;
08220;Sant Julià de Vilatorta;99010;;
08221;Sant Just Desvern;99001;;
08222;Sant Llorenç d`Hortons;08222;;
08223;Sant Llorenç Savall;99013;;
08224;Sant Martí de Centelles;99016;;
08225;Sant Martí d`Albars;99010;;
08226;Sant Martí de Tous;99040;;
08227;Sant Martí Sarroca;99415;;
08228;Sant Martí Sesgueioles;99040;;
08229;Sant Mateu de Bages;99015;;
08230;Premià de Dalt;08230;;
08231;Sant Pere de Ribes;99415;;
08232;Sant Pere de Riudebitlles;99415;;
08233;Sant Pere de Torelló;99010;;
08234;Sant Pere de Vilamajor;99014;;
08235;Sant Pol de Mar;08235;;
08236;Sant Quintí de Mediona;99415;;
08237;Sant Quirze de Besora;99010;;
08238;Sant Quirze del Vallès;08238;;
08239;Sant Quirze Safaja;08239;;
08240;Sant Sadurní d`Anoia;99415;;
08241;Sant Sadurní d`Osormort;99010;;
08242;Marganell **;08242;;
08243;Santa Cecília de Voltregà;99010;;
08244;Santa Coloma de Cervelló;99001;;
08245;Santa Coloma de Gramenet;99001;;
08246;Santa Eugènia de Berga;99010;;
08247;Santa Eulàlia de Riuprimer;99016;;
08248;Santa Eulàlia de Ronçana;99014;;
08249;Santa Fe del Penedès;99415;;
08250;Santa Margarida de Montbui;99040;;
08251;Santa Margarida i els Monjos;99415;;
08252;Barberà del Vallès;99001;;
08253;Santa Maria de Besora;99010;;
08254;Santa Maria de Corcó;99010;;
08255;Santa Maria de Merlès;99004;;
08256;Santa Maria de Martorelles;99014;;
08257;Santa Maria de Miralles;99040;;
08258;Santa Maria d`Oló;99015;;
08259;Santa Maria de Palautordera;99014;;
08260;Santa Perpètua de Mogoda;08260;;
08261;Santa Susanna;08261;;
08262;Sant Vicenç de Castellet;99015;;
08263;Sant Vicenç dels Horts;99001;;
08264;Sant Vicenç de Montalt;08264;;
08265;Sant Vicenç de Torelló;99010;;
08266;Cerdanyola del Vallès;99001;;
08267;Sentmenat **;08267;;
08268;Cercs;99004;;
08269;Seva;99016;;
08270;Sitges;08270;;
08271;Sobremunt;99010;;
08272;Sora;99031;;
08273;Subirats;99415;;
08274;Súria;99015;;
08275;Tavèrnoles;99010;;
08276;Tagamanent;99014;;
08277;Talamanca;99015;;
08278;Taradell;99016;;
08279;Terrassa;08279;;
08280;Tavertet;99010;;
08281;Teià;08281;;
08282;Tiana;99001;;
08283;Tona;99016;;
08284;Tordera;08284;;
08285;Torelló;99010;;
08286;Torre de Claramunt, La;99040;;
08287;Torrelavit;99415;;
08288;Torrelles de Foix;99415;;
08289;Torrelles de Llobregat;99001;;
08290;Ullastrell;99013;;
08291;Vacarisses;99013;;
08292;Vallbona d`Anoia;99040;;
08293;Vallcebre;99004;;
08294;Vallgorguina;99014;;
08295;Vallirana;08295;;
08296;Vallromanes;99014;;
08297;Veciana;99040;;
08298;Vic;08298;;
08299;Vilada;99004;;
08300;Viladecavalls;99013;;
08301;Viladecans;99001;;
08302;Vilanova del Camí;08302;;
08303;Vilanova de Sau **;08303;;
08304;Vilobí del Penedès;99415;;
08305;Vilafranca del Penedès;99415;;
08306;Vilalba Sasserra;99014;;
08307;Vilanova i la Geltrú;08307;;
08308;Viver i Serrateix;99004;;
08901;Rupit i Pruit;99010;;
08902;Vilanova del Vallès;99014;;
08903;Sant Julià de Cerdanyola;99004;;
08904;Badia del Vallès;99001;;
08905;Palma de Cervelló, La;99001;;
09001;Abajas;99433;;
09003;Adrada de Haza;99436;;
09006;Aguas Cándidas;99441;;
09007;Aguilar de Bureba;99433;;
09009;Albillos;99443;;
09010;Alcocero de Mola;99433;;
09011;Alfoz de Bricia;99439;;
09012;Alfoz de Santa Gadea;99439;;
09013;Altable;99438;;
09014;Altos, Los;09014;;
09016;Ameyugo;99438;;
09017;Anguix;99436;;
09018;Aranda de Duero;09018;;
09019;Arandilla;99433;;
09020;Arauzo de Miel;99434;;
09021;Arauzo de Salce;99434;;
09022;Arauzo de Torre;99434;;
09023;Arcos;99443;;
09024;Arenillas de Riopisuerga;99433;;
09025;Arija;99439;;
09026;Arlanzón;99444;;
09027;Arraya de Oca;99433;;
09029;Atapuerca;99444;;
09030;Ausines, Los;99444;;
09032;Avellanosa de Muñó;99442;;
09033;Bahabón de Esgueva;99436;;
09034;Balbases, Los;99433;;
09035;Baños de Valdearados;99433;;
09036;Bañuelos de Bureba;99433;;
09037;Barbadillo de Herreros;99434;;
09038;Barbadillo del Mercado;99434;;
09039;Barbadillo del Pez;99434;;
09041;Barrio de Muñó;99433;;
09043;Barrios de Bureba, Los;99441;;
09044;Barrios de Colina;99444;;
09045;Basconcillos del Tozo;09045;;
09046;Bascuñana;99433;;
09047;Belbimbre;99433;;
09048;Belorado;99433;;
09050;Berberana;99440;;
09051;Berlangas de Roa;99436;;
09052;Berzosa de Bureba;99438;;
09054;Bozoó;99433;;
09055;Brazacorta;99433;;
09056;Briviesca;99433;;
09057;Bugedo;99438;;
09058;Buniel;99443;;
09059;Burgos;09059;;
09060;Busto de Bureba;99433;;
09061;Cabañes de Esgueva;99436;;
09062;Cabezón de la Sierra;99434;;
09063;Cavia;99443;;
09064;Caleruega;99434;;
09065;Campillo de Aranda;99433;;
09066;Campolara;99442;;
09067;Canicosa de la Sierra;99433;;
09068;Cantabrana;99441;;
09070;Carazo;99434;;
09071;Carcedo de Bureba;99441;;
09072;Carcedo de Burgos;99443;;
09073;Cardeñadijo;99433;;
09074;Cardeñajimeno;99443;;
09075;Cardeñuela Riopico;99444;;
09076;Carrias;99433;;
09077;Cascajares de Bureba;99433;;
09078;Cascajares de la Sierra;99434;;
09079;Castellanos de Castro;99433;;
09082;Castildelgado;99433;;
09083;Castil de Peones;99433;;
09084;Castrillo de la Reina;99433;;
09085;Castrillo de la Vega;99436;;
09086;Castrillo del Val;99443;;
09088;Castrillo de Riopisuerga;99433;;
09090;Castrillo Matajudíos;99433;;
09091;Castrojeriz;99433;;
09093;Cayuela;99443;;
09094;Cebrecos;99433;;
09095;Celada del Camino;99443;;
09098;Cerezo de Río Tirón;99433;;
09100;Cerratón de Juarros;99433;;
09101;Ciadoncha;99433;;
09102;Cillaperlata;99435;;
09103;Cilleruelo de Abajo;99442;;
09104;Cilleruelo de Arriba;99433;;
09105;Ciruelos de Cervera;99433;;
09108;Cogollos;99443;;
09109;Condado de Treviño;99433;;
09110;Contreras;99434;;
09112;Coruña del Conde;99433;;
09113;Covarrubias;99442;;
09114;Cubillo del Campo;99443;;
09115;Cubo de Bureba;99438;;
09117;Cueva de Roa, La;99436;;
09119;Cuevas de San Clemente;99442;;
09120;Encío;99433;;
09122;Espinosa de Cervera;99433;;
09123;Espinosa del Camino;99433;;
09124;Espinosa de los Monteros;99433;;
09125;Estépar;99443;;
09127;Fontioso;99442;;
09128;Frandovínez;99443;;
09129;Fresneda de la Sierra Tirón;99433;;
09130;Fresneña;99433;;
09131;Fresnillo de las Dueñas;99433;;
09132;Fresno de Río Tirón;99433;;
09133;Fresno de Rodilla;99433;;
09134;Frías;99435;;
09135;Fuentebureba;99438;;
09136;Fuentecén;99436;;
09137;Fuentelcésped;99433;;
09138;Fuentelisendo;99436;;
09139;Fuentemolinos;99436;;
09140;Fuentenebro;99433;;
09141;Fuentespina;99433;;
09143;Galbarros;99433;;
09144;Gallega, La;99434;;
09148;Grijalba;99433;;
09149;Grisaleña;99433;;
09151;Gumiel de Izán;99436;;
09152;Gumiel de Mercado;99436;;
09154;Hacinas;99434;;
09155;Haza;99436;;
09159;Hontanas;99433;;
09160;Hontangas;99436;;
09162;Hontoria de la Cantera;99443;;
09163;Hontoria del Pinar;99433;;
09164;Hontoria de Valdearados;99433;;
09166;Hormazas, Las;99433;;
09167;Hornillos del Camino;99443;;
09168;Horra, La;99436;;
09169;Hortigüela;99442;;
09170;Hoyales de Roa;99436;;
09172;Huérmeces;99433;;
09173;Huerta de Arriba;99434;;
09174;Huerta de Rey;99434;;
09175;Humada;99433;;
09176;Hurones;99433;;
09177;Ibeas de Juarros;99444;;
09178;Ibrillos;99433;;
09179;Iglesiarrubia;99442;;
09180;Iglesias;99443;;
09181;Isar;99433;;
09182;Itero del Castillo;99433;;
09183;Jaramillo de la Fuente;99434;;
09184;Jaramillo Quemado;99434;;
09189;Junta de Traslaloma;99440;;
09190;Junta de Villalba de Losa;99440;;
09191;Jurisdicción de Lara;99442;;
09192;Jurisdicción de San Zadornil;99440;;
09194;Lerma;99433;;
09195;Llano de Bureba;99441;;
09196;Madrigal del Monte;99442;;
09197;Madrigalejo del Monte;99442;;
09198;Mahamud;99433;;
09199;Mambrilla de Castrejón;99436;;
09200;Mambrillas de Lara;99442;;
09201;Mamolar;99434;;
09202;Manciles;99433;;
09206;Mazuela;99433;;
09208;Mecerreyes;99442;;
09209;Medina de Pomar;99440;;
09211;Melgar de Fernamental;99433;;
09213;Merindad de Cuesta-Urria;99435;;
09214;Merindad de Montija;99440;;
09215;Merindad de Sotoscueva;99439;;
09216;Merindad de Valdeporres;99439;;
09217;Merindad de Valdivielso;99441;;
09218;Milagros;99433;;
09219;Miranda de Ebro;09219;;
09220;Miraveche;99438;;
09221;Modúbar de la Emparedada;99443;;
09223;Monasterio de la Sierra;99434;;
09224;Monasterio de Rodilla;99433;;
09225;Moncalvillo;99433;;
09226;Monterrubio de la Demanda;99434;;
09227;Montorio;99433;;
09228;Moradillo de Roa;99433;;
09229;Nava de Roa;99436;;
09230;Navas de Bureba;99441;;
09231;Nebreda;99433;;
09232;Neila;99433;;
09235;Olmedillo de Roa;99436;;
09236;Olmillos de Muñó;99433;;
09238;Oña;99441;;
09239;Oquillas;99433;;
09241;Orbaneja Riopico;99444;;
09242;Padilla de Abajo;99433;;
09243;Padilla de Arriba;99433;;
09244;Padrones de Bureba;99441;;
09246;Palacios de la Sierra;99444;;
09247;Palacios de Riopisuerga;99433;;
09248;Palazuelos de la Sierra;99433;;
09249;Palazuelos de Muñó;99433;;
09250;Pampliega;99433;;
09251;Pancorbo;99438;;
09253;Pardilla;99433;;
09255;Partido de la Sierra en Tobalina;99435;;
09256;Pedrosa de Duero;99436;;
09257;Pedrosa del Páramo;99433;;
09258;Pedrosa del Príncipe;99433;;
09259;Pedrosa de Río Úrbel;99433;;
09261;Peñaranda de Duero;99433;;
09262;Peral de Arlanza;99433;;
09265;Piérnigas;99433;;
09266;Pineda de la Sierra;99433;;
09267;Pineda Trasmonte;99433;;
09268;Pinilla de los Barruecos;99434;;
09269;Pinilla de los Moros;99434;;
09270;Pinilla Trasmonte;99433;;
09272;Poza de la Sal;99433;;
09273;Prádanos de Bureba;99433;;
09274;Pradoluengo;99433;;
09275;Presencio;99433;;
09276;Puebla de Arganzón, La;99433;;
09277;Puentedura;99442;;
09279;Quemada;99433;;
09280;Quintanabureba;99433;;
09281;Quintana del Pidio;99433;;
09283;Quintanaélez;99433;;
09287;Quintanaortuño;99433;;
09288;Quintanapalla;99433;;
09289;Quintanar de la Sierra;99433;;
09292;Quintanavides;99433;;
09294;Quintanilla de la Mata;99442;;
09295;Quintanilla del Coco;99433;;
09297;Quintanillas, Las;99443;;
09298;Quintanilla San García;99433;;
09301;Quintanilla Vivar;99433;;
09302;Rabanera del Pinar;99434;;
09303;Rábanos;99433;;
09304;Rabé de las Calzadas;99443;;
09306;Rebolledo de la Torre;99433;;
09307;Redecilla del Camino;99433;;
09308;Redecilla del Campo;99433;;
09309;Regumiel de la Sierra;99433;;
09310;Reinoso;99433;;
09311;Retuerta;99442;;
09312;Revilla y Ahedo, La;99434;;
09314;Revilla del Campo;99444;;
09315;Revillarruz;99443;;
09316;Revilla Vallejera;99433;;
09317;Rezmondo;99433;;
09318;Riocavado de la Sierra;99434;;
09321;Roa;99436;;
09323;Rojas;99441;;
09325;Royuela de Río Franco;99433;;
09326;Rubena;99433;;
09327;Rublacedo de Abajo;99441;;
09328;Rucandio;99441;;
09329;Salas de Bureba;99441;;
09330;Salas de los Infantes;99434;;
09332;Saldaña de Burgos;99443;;
09334;Salinillas de Bureba;99433;;
09335;San Adrián de Juarros;99444;;
09337;San Juan del Monte;99433;;
09338;San Mamés de Burgos;99443;;
09339;San Martín de Rubiales;99436;;
09340;San Millán de Lara;99434;;
09343;Santa Cecilia;99442;;
09345;Santa Cruz de la Salceda;99433;;
09346;Santa Cruz del Valle Urbión;99433;;
09347;Santa Gadea del Cid;99433;;
09348;Santa Inés;99442;;
09350;Santa María del Campo;99433;;
09351;Santa María del Invierno;99433;;
09352;Santa María del Mercadillo;99433;;
09353;Santa María Rivarredonda;99438;;
09354;Santa Olalla de Bureba;99433;;
09355;Santibáñez de Esgueva;99436;;
09356;Santibáñez del Val;99433;;
09358;Santo Domingo de Silos;99433;;
09360;San Vicente del Valle;99434;;
09361;Sargentes de la Lora;09361;;
09362;Sarracín;99443;;
09363;Sasamón;99433;;
09365;Sequera de Haza, La;99436;;
09366;Solarana;99433;;
09368;Sordillos;99433;;
09369;Sotillo de la Ribera;99436;;
09372;Sotragero;99433;;
09373;Sotresgudo;99433;;
09374;Susinos del Páramo;99433;;
09375;Tamarón;99443;;
09377;Tardajos;99443;;
09378;Tejada;99433;;
09380;Terradillos de Esgueva;99436;;
09381;Tinieblas de la Sierra;99444;;
09382;Tobar;99433;;
09384;Tordómar;99433;;
09386;Torrecilla del Monte;99442;;
09387;Torregalindo;99433;;
09388;Torrelara;99444;;
09389;Torrepadre;99433;;
09390;Torresandino;99436;;
09391;Tórtoles de Esgueva;99436;;
09392;Tosantos;99433;;
09394;Trespaderne;99435;;
09395;Tubilla del Agua;09395;;
09396;Tubilla del Lago;99433;;
09398;Úrbel del Castillo;99433;;
09400;Vadocondes;99433;;
09403;Valdeande;99433;;
09405;Valdezate;99436;;
09406;Valdorros;99443;;
09407;Valmala;99433;;
09408;Vallarta de Bureba;99438;;
09409;Valle de Manzanedo;99439;;
09410;Valle de Mena;99433;;
09411;Valle de Oca;99433;;
09412;Valle de Tobalina;99435;;
09413;Valle de Valdebezana;99439;;
09414;Valle de Valdelaguna;99434;;
09415;Valle de Valdelucio;99433;;
09416;Valle de Zamanzas;09416;;
09417;Vallejera;99433;;
09418;Valles de Palenzuela;99433;;
09419;Valluércanes;99438;;
09421;Vid y Barrios, La;99433;;
09422;Vid de Bureba, La;99438;;
09423;Vileña;99433;;
09424;Viloria de Rioja;99433;;
09425;Vilviestre del Pinar;99433;;
09427;Villadiego;99433;;
09428;Villaescusa de Roa;99436;;
09429;Villaescusa la Sombría;99433;;
09430;Villaespasa;99442;;
09431;Villafranca Montes de Oca;99433;;
09432;Villafruela;99442;;
09433;Villagalijo;99433;;
09434;Villagonzalo Pedernales;99443;;
09437;Villahoz;99442;;
09438;Villalba de Duero;99436;;
09439;Villalbilla de Burgos;99443;;
09440;Villalbilla de Gumiel;99433;;
09441;Villaldemiro;99443;;
09442;Villalmanzo;99442;;
09443;Villamayor de los Montes;99442;;
09444;Villamayor de Treviño;99433;;
09445;Villambistia;99433;;
09446;Villamedianilla;99433;;
09447;Villamiel de la Sierra;99444;;
09448;Villangómez;99442;;
09449;Villanueva de Argaño;99443;;
09450;Villanueva de Carazo;99434;;
09451;Villanueva de Gumiel;99433;;
09454;Villanueva de Teba;99438;;
09455;Villaquirán de la Puebla;99433;;
09456;Villaquirán de los Infantes;99443;;
09458;Villariezo;99443;;
09460;Villasandino;99433;;
09463;Villasur de Herreros;99444;;
09464;Villatuelda;99436;;
09466;Villaverde del Monte;99442;;
09467;Villaverde-Mogina;99433;;
09471;Villayerno Morquillas;99433;;
09472;Villazopeque;99443;;
09473;Villegas;99433;;
09476;Villoruebo;99444;;
09478;Vizcaínos;99434;;
09480;Zael;99433;;
09482;Zarzosa de Río Pisuerga;99433;;
09483;Zazuar;99433;;
09485;Zuñeda;99438;;
09901;Quintanilla del Agua y Tordueles;99442;;
09902;Valle de Santibáñez;99433;;
09903;Villarcayo de Merindad de Castilla la Vieja;09903;;
09904;Valle de las Navas;99433;;
09905;Valle de Sedano;99433;;
09906;Merindad de Río Ubierna;99433;;
09907;Alfoz de Quintanadueñas;99433;;
09908;Valle de Losa;99440;;
10001;Abadía;10001;;
10002;Abertura;10002;;
10003;Acebo;10003;;
10004;Acehúche;10004;;
10005;Aceituna;10005;;
10006;Ahigal;10006;;
10007;Albalá;10007;;
10008;Alcántara;10008;;
10009;Alcollarín;10009;;
10010;Alcuéscar;10010;;
10011;Aldeacentenera;10011;;
10012;Aldea del Cano;10012;;
10013;Aldea del Obispo, La;10013;;
10014;Aldeanueva de la Vera;10014;;
10015;Aldeanueva del Camino;10015;;
10016;Aldehuela de Jerte;10016;;
10017;Alía;10017;;
10018;Aliseda;10018;;
10019;Almaraz;10019;;
10020;Almoharín;10020;;
10021;Arroyo de la Luz;10021;;
10022;Arroyomolinos de la Vera;10022;;
10023;Arroyomolinos;10023;;
