MUNICIPIO;COD_PROVINCIA;COD_MUNICIPIO;COD_CCAA;NUM_CONTENEDORES; HABITANTES ;
Valdelaguna;28;28157;13;18; 979 ;
Valdemanco;28;28158;13;13; 963 ;
Valdemaqueda;28;28159;13;18; 775 ;
Valdemorillo;28;28160;13;91; 12.772 ;
Valdemoro;28;28161;13;266; 77.270 ;
Valdeolmos-Alalpardo;28;28162;13;32; 4.232 ;
Valdepiélagos;28;28163;13;7; 614 ;
Valdetorres de Jarama;28;28164;13;37; 4.581 ;
Valdilecha;28;28165;13;18; 2.982 ;
Valverde de Alcalá;28;28166;13;9; 498 ;
Velilla de San Antonio;28;28167;13;57; 12.380 ;
Vellón, El;28;28168;13;10; 2.004 ;
Venturada;28;28169;13;21; 2.241 ;
Villaconejos;28;28170;13;27; 3.422 ;
Villa del Prado;28;28171;13;35; 6.661 ;
Villalbilla;28;28172;13;103; 14.392 ;
Villamanrique de Tajo;28;28173;13;9; 707 ;
Villamanta;28;28174;13;13; 2.605 ;
Villamantilla;28;28175;13;8; 1.482 ;
Villanueva de la Cañada;28;28176;13;120; 22.115 ;
Villanueva del Pardillo;28;28177;13;89; 17.396 ;
Villanueva de Perales;28;28178;13;13; 1.592 ;
Villar del Olmo;28;28179;13;12; 2.079 ;
Villarejo de Salvanés;28;28180;13;54; 7.433 ;
Villaviciosa de Odón;28;28181;13;165; 28.148 ;
Villavieja del Lozoya;28;28182;13;9; 262 ;
Zarzalejo;28;28183;13;18; 1.734 ;
Lozoyuela-Navas-Sieteiglesias;28;28901;13;17; 1.340 ;
Puentes Viejas;28;28902;13;11; 699 ;
Tres Cantos;28;28903;13;176; 48.326 ;
Abenójar;13;13001;6;9; 1.351 ;
Agudo;13;13002;6;7; 1.657 ;
Alamillo;13;13003;6;4; 476 ;
Albaladejo;13;13004;6;3; 1.108 ;
Alcázar de San Juan;13;13005;6;113; 30.766 ;
Alcoba;13;13006;6;5; 542 ;
Alcolea de Calatrava;13;13007;6;7; 1.387 ;
Alcubillas;13;13008;6;5; 461 ;
Aldea del Rey;13;13009;6;10; 1.631 ;
Alhambra;13;13010;6;6; 1.005 ;
Almadén;13;13011;6;19; 5.200 ;
Almadenejos;13;13012;6;2; 405 ;
Almagro;13;13013;6;51; 8.905 ;
Almedina;13;13014;6;5; 500 ;
Almodóvar del Campo;13;13015;6;34; 5.983 ;
Almuradiel;13;13016;6;11; 761 ;
Anchuras;13;13017;6;3; 295 ;
Arenas de San Juan;13;13018;6;6; 1.011 ;
Argamasilla de Alba;13;13019;6;26; 6.955 ;
Argamasilla de Calatrava;13;13020;6;31; 5.841 ;
Arroba de los Montes;13;13021;6;4; 421 ;
Ballesteros de Calatrava;13;13022;6;6; 376 ;
Bolaños de Calatrava;13;13023;6;60; 12.019 ;
Brazatortas;13;13024;6;5; 995 ;
Cabezarados;13;13025;6;2; 312 ;
Cabezarrubias del Puerto;13;13026;6;4; 473 ;
Calzada de Calatrava;13;13027;6;15; 3.630 ;
Campo de Criptana;13;13028;6;53; 13.312 ;
Cañada de Calatrava;13;13029;6;4; 100 ;
Caracuel de Calatrava;13;13030;6;1; 122 ;
Carrión de Calatrava;13;13031;6;29; 3.099 ;
Carrizosa;13;13032;6;5; 1.188 ;
Castellar de Santiago;13;13033;6;13; 1.862 ;
Ciudad Real;13;13034;6;270; 75.504 ;
Corral de Calatrava;13;13035;6;10; 1.117 ;
Cortijos, Los;13;13036;6;6; 877 ;
Cózar;13;13037;6;8; 952 ;
Chillón;13;13038;6;7; 1.790 ;
Daimiel;13;13039;6;77; 17.916 ;
Fernán Caballero;13;13040;6;8; 985 ;
Fontanarejo;13;13041;6;3; 253 ;
Fuencaliente;13;13042;6;10; 1.024 ;
Fuenllana;13;13043;6;3; 211 ;
Fuente el Fresno;13;13044;6;10; 3.208 ;
Granátula de Calatrava;13;13045;6;5; 717 ;
Guadalmez;13;13046;6;3; 697 ;
Herencia;13;13047;6;32; 8.456 ;
Hinojosas de Calatrava;13;13048;6;4; 522 ;
Horcajo de los Montes;13;13049;6;7; 833 ;
Labores, Las;13;13050;6;3; 558 ;
Luciana;13;13051;6;3; 364 ;
Malagón;13;13052;6;38; 7.881 ;
Manzanares;13;13053;6;101; 17.962 ;
Membrilla;13;13054;6;22; 5.942 ;
Mestanza;13;13055;6;3; 669 ;
Miguelturra;13;13056;6;67; 15.498 ;
Montiel;13;13057;6;8; 1.294 ;
Moral de Calatrava;13;13058;6;19; 5.208 ;
Navalpino;13;13059;6;3; 221 ;
Navas de Estena;13;13060;6;3; 293 ;
Pedro Muñoz;13;13061;6;28; 7.285 ;
Picón;13;13062;6;6; 668 ;
Piedrabuena;13;13063;6;20; 4.379 ;
Poblete;13;13064;6;17; 2.667 ;
Porzuna;13;13065;6;13; 3.465 ;
Pozuelo de Calatrava;13;13066;6;15; 3.586 ;
Pozuelos de Calatrava, Los;13;13067;6;3; 359 ;
Puebla de Don Rodrigo;13;13068;6;6; 1.162 ;
Puebla del Príncipe;13;13069;6;5; 686 ;
Puerto Lápice;13;13070;6;7; 891 ;
Puertollano;13;13071;6;195; 46.607 ;
Retuerta del Bullaque;13;13072;6;7; 927 ;
Saceruela;13;13073;6;14; 564 ;
San Carlos del Valle;13;13074;6;5; 1.109 ;
San Lorenzo de Calatrava;13;13075;6;7; 207 ;
Santa Cruz de los Cáñamos;13;13076;6;3; 515 ;
Santa Cruz de Mudela;13;13077;6;38; 4.085 ;
Socuéllamos;13;13078;6;49; 12.079 ;
Solana, La;13;13079;6;63; 15.419 ;
Solana del Pino;13;13080;6;4; 314 ;
Terrinches;13;13081;6;4; 653 ;
Tomelloso;13;13082;6;117; 36.168 ;
Torralba de Calatrava;13;13083;6;20; 2.966 ;
Torre de Juan Abad;13;13084;6;7; 1.000 ;
Torrenueva;13;13085;6;17; 2.667 ;
Valdemanco del Esteras;13;13086;6;2; 168 ;
Valdepeñas;13;13087;6;200; 30.252 ;
Valenzuela de Calatrava;13;13088;6;4; 674 ;
Villahermosa;13;13089;6;16; 1.790 ;
Villamanrique;13;13090;6;8; 1.128 ;
Villamayor de Calatrava;13;13091;6;5; 620 ;
Villanueva de la Fuente;13;13092;6;10; 2.033 ;
Villanueva de los Infantes;13;13093;6;30; 4.869 ;
Villanueva de San Carlos;13;13094;6;5; 291 ;
Villar del Pozo;13;13095;6;1; 61 ;
Villarrubia de los Ojos;13;13096;6;41; 9.762 ;
Villarta de San Juan;13;13097;6;13; 2.739 ;
Viso del Marqués;13;13098;6;27; 2.256 ;
Robledo, El;13;13901;6;14; 1.053 ;
Ruidera;13;13902;6;12; 549 ;
Arenales de San Gregorio;13;13903;6;3; 588 ;
Llanos del Caudillo;13;13904;6;6; 683 ;
Abia de la Obispalía;16;16001;6;1; 61 ;
Acebrón, El;16;16002;6;1; 231 ;
Alarcón;16;16003;6;4; 156 ;
Albaladejo del Cuende;16;16004;6;1; 245 ;
Albalate de las Nogueras;16;16005;6;3; 257 ;
Albendea;16;16006;6;1; 125 ;
Alberca de Záncara, La;16;16007;6;5; 1.608 ;
Alcalá de la Vega;16;16008;6;2; 90 ;
Alcantud;16;16009;6;1; 48 ;
Alcázar del Rey;16;16010;6;3; 142 ;
Alcohujate;16;16011;6;1; 26 ;
Alconchel de la Estrella;16;16012;6;1; 85 ;
Algarra;16;16013;6;1; 24 ;
Aliaguilla;16;16014;6;3; 632 ;
Almarcha, La;16;16015;6;3; 378 ;
Almendros;16;16016;6;2; 239 ;
Almodóvar del Pinar;16;16017;6;2; 393 ;
Almonacid del Marquesado;16;16018;6;1; 432 ;
Altarejos;16;16019;6;1; 188 ;
Arandilla del Arroyo;16;16020;6;1; 7 ;
Arcos de la Sierra;16;16022;6;1; 77 ;
Chillarón de Cuenca;16;16023;6;4; 632 ;
Arguisuelas;16;16024;6;1; 136 ;
Arrancacepas;16;16025;6;1; 25 ;
Atalaya del Cañavate;16;16026;6;3; 98 ;
Barajas de Melo;16;16027;6;12; 940 ;
Barchín del Hoyo;16;16029;6;1; 95 ;
Bascuñana de San Pedro;16;16030;6;1; 23 ;
Beamud;16;16031;6;1; 39 ;
Belinchón;16;16032;6;2; 352 ;
Belmonte;16;16033;6;11; 1.870 ;
Belmontejo;16;16034;6;1; 154 ;
Beteta;16;16035;6;6; 236 ;
Boniches;16;16036;6;2; 139 ;
Buciegas;16;16038;6;1; 32 ;
Buenache de Alarcón;16;16039;6;1; 463 ;
Buenache de la Sierra;16;16040;6;1; 105 ;
Buendía;16;16041;6;7; 408 ;
Campillo de Altobuey;16;16042;6;7; 1.265 ;
Campillos-Paravientos;16;16043;6;2; 104 ;
Campillos-Sierra;16;16044;6;1; 38 ;
Canalejas del Arroyo;16;16045;6;1; 177 ;
Cañada del Hoyo;16;16046;6;2; 232 ;
Cañada Juncosa;16;16047;6;1; 243 ;
Cañamares;16;16048;6;2; 457 ;
Cañavate, El;16;16049;6;2; 132 ;
Cañaveras;16;16050;6;6; 247 ;
Cañaveruelas;16;16051;6;1; 126 ;
Cañete;16;16052;6;5; 764 ;
Cañizares;16;16053;6;4; 432 ;
Carboneras de Guadazaón;16;16055;6;4; 795 ;
Cardenete;16;16056;6;5; 486 ;
Carrascosa;16;16057;6;1; 67 ;
Carrascosa de Haro;16;16058;6;1; 100 ;
Casas de Benítez;16;16060;6;5; 823 ;
Casas de Fernando Alonso;16;16061;6;4; 1.140 ;
Casas de Garcimolina;16;16062;6;1; 29 ;
Casas de Guijarro;16;16063;6;1; 112 ;
Casas de Haro;16;16064;6;10; 827 ;
Casas de los Pinos;16;16065;6;10; 435 ;
Casasimarro;16;16066;6;12; 3.103 ;
Castejón;16;16067;6;1; 135 ;
Castillejo de Iniesta;16;16068;6;3; 151 ;
Castillejo-Sierra;16;16070;6;1; 31 ;
Castillo-Albaráñez;16;16071;6;1; 21 ;
Castillo de Garcimuñoz;16;16072;6;1; 131 ;
Cervera del Llano;16;16073;6;3; 218 ;
Cierva, La;16;16074;6;1; 31 ;
Cuenca;16;16078;6;229; 54.621 ;
Cueva del Hierro;16;16079;6;1; 32 ;
Chumillas;16;16081;6;1; 58 ;
Enguídanos;16;16082;6;2; 313 ;
Fresneda de Altarejos;16;16083;6;1; 37 ;
Fresneda de la Sierra;16;16084;6;1; 51 ;
Frontera, La;16;16085;6;2; 148 ;
Fuente de Pedro Naharro;16;16086;6;12; 1.215 ;
Fuentelespino de Haro;16;16087;6;2; 268 ;
Fuentelespino de Moya;16;16088;6;1; 104 ;
Fuentes;16;16089;6;1; 458 ;
Fuertescusa;16;16091;6;3; 60 ;
Gabaldón;16;16092;6;1; 178 ;
Garaballa;16;16093;6;2; 55 ;
Gascueña;16;16094;6;1; 143 ;
Graja de Campalbo;16;16095;6;1; 91 ;
Graja de Iniesta;16;16096;6;3; 358 ;
Henarejos;16;16097;6;1; 134 ;
Herrumblar, El;16;16098;6;3; 677 ;
Hinojosa, La;16;16099;6;1; 180 ;
Hinojosos, Los;16;16100;6;4; 784 ;
Hito, El;16;16101;6;1; 135 ;
Honrubia;16;16102;6;8; 1.531 ;
Hontanaya;16;16103;6;1; 245 ;
Hontecillas;16;16104;6;2; 56 ;
Horcajo de Santiago;16;16106;6;14; 3.504 ;
Huélamo;16;16107;6;2; 87 ;
Huelves;16;16108;6;1; 80 ;
Huérguina;16;16109;6;1; 51 ;
Huerta de la Obispalía;16;16110;6;2; 117 ;
Huerta del Marquesado;16;16111;6;1; 183 ;
Huete;16;16112;6;15; 1.748 ;
Iniesta;16;16113;6;18; 4.320 ;
Laguna del Marquesado;16;16115;6;1; 51 ;
Lagunaseca;16;16116;6;1; 66 ;
Landete;16;16117;6;5; 1.249 ;
Ledaña;16;16118;6;8; 1.561 ;
Leganiel;16;16119;6;1; 186 ;
Majadas, Las;16;16121;6;3; 234 ;
Mariana;16;16122;6;3; 298 ;
Masegosa;16;16123;6;2; 62 ;
Mesas, Las;16;16124;6;9; 2.317 ;
Minglanilla;16;16125;6;12; 2.198 ;
Mira;16;16126;6;3; 886 ;
Monreal del Llano;16;16128;6;4; 53 ;
Montalbanejo;16;16129;6;1; 99 ;
Montalbo;16;16130;6;4; 655 ;
Monteagudo de las Salinas;16;16131;6;1; 126 ;
Mota de Altarejos;16;16132;6;1; 31 ;
Mota del Cuervo;16;16133;6;19; 6.055 ;
Motilla del Palancar;16;16134;6;34; 5.917 ;
Moya;16;16135;6;3; 136 ;
Narboneta;16;16137;6;1; 38 ;
Olivares de Júcar;16;16139;6;1; 308 ;
Olmeda de la Cuesta;16;16140;6;1; 22 ;
Olmeda del Rey;16;16141;6;1; 131 ;
Olmedilla de Alarcón;16;16142;6;3; 146 ;
Olmedilla de Eliz;16;16143;6;1; 14 ;
Osa de la Vega;16;16145;6;2; 465 ;
Pajarón;16;16146;6;1; 79 ;
Pajaroncillo;16;16147;6;1; 63 ;
Palomares del Campo;16;16148;6;3; 572 ;
Palomera;16;16149;6;2; 160 ;
Paracuellos;16;16150;6;1; 93 ;
Paredes;16;16151;6;2; 58 ;
Parra de las Vegas, La;16;16152;6;2; 35 ;
Pedernoso, El;16;16153;6;4; 1.140 ;
Pedroñeras, Las;16;16154;6;27; 6.639 ;
Peral, El;16;16155;6;2; 640 ;
Peraleja, La;16;16156;6;2; 87 ;
Pesquera, La;16;16157;6;2; 202 ;
Picazo, El;16;16158;6;6; 673 ;
Pinarejo;16;16159;6;2; 203 ;
Pineda de Gigüela;16;16160;6;1; 58 ;
Piqueras del Castillo;16;16161;6;1; 48 ;
Portalrubio de Guadamejud;16;16162;6;1; 30 ;
Portilla;16;16163;6;2; 61 ;
Poyatos;16;16165;6;3; 53 ;
Pozoamargo;16;16166;6;4; 290 ;
Pozorrubio de Santiago;16;16167;6;1; 308 ;
Pozuelo, El;16;16169;6;1; 44 ;
Priego;16;16170;6;4; 896 ;
Provencio, El;16;16171;6;23; 2.432 ;
Puebla de Almenara;16;16172;6;1; 344 ;
Valle de Altomira, El;16;16173;6;1; 182 ;
Puebla del Salvador;16;16174;6;1; 187 ;
Quintanar del Rey;16;16175;6;18; 7.714 ;
Rada de Haro;16;16176;6;1; 57 ;
Reíllo;16;16177;6;1; 116 ;
Rozalén del Monte;16;16181;6;1; 65 ;
Saceda-Trasierra;16;16185;6;1; 43 ;
Saelices;16;16186;6;3; 458 ;
Salinas del Manzano;16;16187;6;1; 65 ;
Salmeroncillos;16;16188;6;2; 101 ;
Salvacañete;16;16189;6;1; 305 ;
San Clemente;16;16190;6;36; 7.015 ;
San Lorenzo de la Parrilla;16;16191;6;8; 1.040 ;
San Martín de Boniches;16;16192;6;1; 42 ;
San Pedro Palmiches;16;16193;6;1; 53 ;
Santa Cruz de Moya;16;16194;6;6; 207 ;
Santa María del Campo Rus;16;16195;6;3; 565 ;
Santa María de los Llanos;16;16196;6;5; 686 ;
Santa María del Val;16;16197;6;1; 68 ;
Sisante;16;16198;6;7; 1.605 ;
Solera de Gabaldón;16;16199;6;1; 27 ;
Talayuelas;16;16202;6;7; 864 ;
Tarancón;16;16203;6;66; 15.505 ;
Tébar;16;16204;6;2; 279 ;
Tejadillos;16;16205;6;1; 115 ;
Tinajas;16;16206;6;2; 194 ;
Torralba;16;16209;6;2; 111 ;
Torrejoncillo del Rey;16;16211;6;8; 351 ;
Torrubia del Campo;16;16212;6;1; 257 ;
Torrubia del Castillo;16;16213;6;1; 38 ;
Tragacete;16;16215;6;5; 250 ;
Tresjuncos;16;16216;6;3; 278 ;
Tribaldos;16;16217;6;1; 103 ;
Uclés;16;16218;6;6; 212 ;
Uña;16;16219;6;3; 79 ;
Valdemeca;16;16224;6;2; 77 ;
Valdemorillo de la Sierra;16;16225;6;1; 63 ;
Valdemoro-Sierra;16;16227;6;2; 108 ;
Valdeolivas;16;16228;6;2; 193 ;
Valhermoso de la Fuente;16;16231;6;2; 52 ;
Valsalobre;16;16234;6;1; 22 ;
Valverde de Júcar;16;16236;6;6; 1.084 ;
Valverdejo;16;16237;6;1; 88 ;
Vara de Rey;16;16238;6;3; 496 ;
Vega del Codorno;16;16239;6;6; 129 ;
Vellisca;16;16240;6;2; 100 ;
Villaconejos de Trabaque;16;16242;6;1; 332 ;
Villaescusa de Haro;16;16243;6;3; 481 ;
Villagarcía del Llano;16;16244;6;4; 747 ;
Villalba de la Sierra;16;16245;6;6; 444 ;
Villalba del Rey;16;16246;6;3; 513 ;
Villalgordo del Marquesado;16;16247;6;2; 82 ;
Villalpardo;16;16248;6;7; 1.005 ;
Villamayor de Santiago;16;16249;6;8; 2.521 ;
Villanueva de Guadamejud;16;16250;6;1; 68 ;
Villanueva de la Jara;16;16251;6;16; 2.282 ;
Villar de Cañas;16;16253;6;2; 375 ;
Villar de Domingo García;16;16254;6;4; 212 ;
Villar de la Encina;16;16255;6;2; 148 ;
Villar del Humo;16;16258;6;1; 191 ;
Villar del Infantado;16;16259;6;1; 44 ;
Villar de Olalla;16;16263;6;7; 1.285 ;
Villarejo de Fuentes;16;16264;6;2; 418 ;
Villarejo de la Peñuela;16;16265;6;1; 22 ;
Villarejo-Periesteban;16;16266;6;2; 382 ;
Villares del Saz;16;16269;6;3; 414 ;
Villarrubio;16;16270;6;3; 191 ;
Villarta;16;16271;6;6; 843 ;
Villas de la Ventosa;16;16272;6;4; 213 ;
Villaverde y Pasaconsol;16;16273;6;2; 328 ;
Víllora;16;16274;6;1; 109 ;
Vindel;16;16275;6;1; 11 ;
Yémeda;16;16276;6;1; 18 ;
Zafra de Záncara;16;16277;6;1; 110 ;
Zafrilla;16;16278;6;2; 56 ;
Zarza de Tajo;16;16279;6;1; 266 ;
Zarzuela;16;16280;6;1; 169 ;
Campos del Paraíso;16;16901;6;10; 718 ;
Valdetórtola;16;16902;6;2; 126 ;
Valeras, Las;16;16903;6;5; 1.494 ;
Fuentenava de Jábaga;16;16904;6;9; 489 ;
Arcas;16;16905;6;11; 1.775 ;
Valdecolmenas, Los;16;16906;6;3; 68 ;
Pozorrubielos de la Mancha;16;16908;6;2; 188 ;
Sotorribas;16;16909;6;12; 700 ;
Villar y Velasco;16;16910;6;2; 75 ;
Abánades;19;19001;6;2; 53 ;
Ablanque;19;19002;6;1; 55 ;
Adobes;19;19003;6;1; 35 ;
Alaminos;19;19004;6;2; 58 ;
Alarilla;19;19005;6;3; 137 ;
Albalate de Zorita;19;19006;6;5; 930 ;
Albares;19;19007;6;2; 513 ;
Albendiego;19;19008;6;1; 50 ;
Alcocer;19;19009;6;3; 328 ;
Alcolea de las Peñas;19;19010;6;1; 14 ;
Alcolea del Pinar;19;19011;6;7; 327 ;
Alcoroches;19;19013;6;3; 127 ;
Aldeanueva de Guadalajara;19;19015;6;2; 86 ;
Algar de Mesa;19;19016;6;1; 55 ;
Algora;19;19017;6;1; 66 ;
Alhóndiga;19;19018;6;3; 161 ;
Alique;19;19019;6;1; 14 ;
Almadrones;19;19020;6;4; 55 ;
Almoguera;19;19021;6;7; 1.300 ;
Almonacid de Zorita;19;19022;6;6; 696 ;
Alocén;19;19023;6;1; 161 ;
Alovera;19;19024;6;31; 12.860 ;
Alustante;19;19027;6;3; 155 ;
Angón;19;19031;6;1; 7 ;
Anguita;19;19032;6;1; 155 ;
Anquela del Ducado;19;19033;6;1; 46 ;
Anquela del Pedregal;19;19034;6;1; 29 ;
Aranzueque;19;19036;6;4; 358 ;
Arbancón;19;19037;6;2; 149 ;
Arbeteta;19;19038;6;1; 20 ;
Argecilla;19;19039;6;2; 59 ;
Armallones;19;19040;6;1; 54 ;
Armuña de Tajuña;19;19041;6;4; 229 ;
Arroyo de las Fraguas;19;19042;6;1; 21 ;
Atanzón;19;19043;6;2; 97 ;
Atienza;19;19044;6;3; 385 ;
Auñón;19;19045;6;4; 134 ;
Azuqueca de Henares;19;19046;6;87; 35.407 ;
Baides;19;19047;6;2; 56 ;
Baños de Tajo;19;19048;6;1; 18 ;
Bañuelos;19;19049;6;1; 13 ;
Barriopedro;19;19050;6;1; 15 ;
Berninches;19;19051;6;3; 52 ;
Bodera, La;19;19052;6;1; 23 ;
Brihuega;19;19053;6;33; 2.378 ;
Budia;19;19054;6;4; 189 ;
Bujalaro;19;19055;6;1; 50 ;
Bustares;19;19057;6;1; 74 ;
Cabanillas del Campo;19;19058;6;53; 10.657 ;
Campillo de Dueñas;19;19059;6;2; 80 ;
Campillo de Ranas;19;19060;6;7; 171 ;
Campisábalos;19;19061;6;2; 60 ;
Canredondo;19;19064;6;1; 64 ;
Cantalojas;19;19065;6;3; 146 ;
Cañizar;19;19066;6;1; 53 ;
Cardoso de la Sierra, El;19;19067;6;3; 57 ;
Casa de Uceda;19;19070;6;1; 91 ;
Casar, El;19;19071;6;45; 12.415 ;
Casas de San Galindo;19;19073;6;1; 19 ;
Caspueñas;19;19074;6;4; 96 ;
Castejón de Henares;19;19075;6;1; 64 ;
Castellar de la Muela;19;19076;6;1; 29 ;
Castilforte;19;19078;6;1; 52 ;
Castilnuevo;19;19079;6;1; 7 ;
Cendejas de Enmedio;19;19080;6;3; 68 ;
Cendejas de la Torre;19;19081;6;1; 25 ;
Centenera;19;19082;6;2; 121 ;
Cifuentes;19;19086;6;28; 1.634 ;
Cincovillas;19;19087;6;1; 19 ;
Ciruelas;19;19088;6;2; 112 ;
Ciruelos del Pinar;19;19089;6;1; 19 ;
Cobeta;19;19090;6;2; 106 ;
Cogollor;19;19091;6;1; 24 ;
Cogolludo;19;19092;6;8; 519 ;
Condemios de Abajo;19;19095;6;1; 13 ;
Condemios de Arriba;19;19096;6;4; 111 ;
Congostrina;19;19097;6;1; 14 ;
Copernal;19;19098;6;1; 32 ;
Corduente;19;19099;6;12; 339 ;
Cubillo de Uceda, El;19;19102;6;2; 119 ;
Checa;19;19103;6;2; 285 ;
Chequilla;19;19104;6;1; 18 ;
Chiloeches;19;19105;6;18; 3.623 ;
Chillarón del Rey;19;19106;6;2; 90 ;
Driebes;19;19107;6;3; 348 ;
Durón;19;19108;6;2; 99 ;
Embid;19;19109;6;1; 35 ;
Escamilla;19;19110;6;1; 56 ;
Escariche;19;19111;6;3; 178 ;
Escopete;19;19112;6;2; 52 ;
Espinosa de Henares;19;19113;6;10; 629 ;
Esplegares;19;19114;6;1; 32 ;
Establés;19;19115;6;2; 35 ;
Estriégana;19;19116;6;1; 14 ;
Fontanar;19;19117;6;16; 2.406 ;
Fuembellida;19;19118;6;1; 12 ;
Fuencemillán;19;19119;6;1; 82 ;
Fuentelahiguera de Albatages;19;19120;6;1; 131 ;
Fuentelencina;19;19121;6;1; 312 ;
Fuentelsaz;19;19122;6;1; 89 ;
Fuentelviejo;19;19123;6;2; 47 ;
Fuentenovilla;19;19124;6;2; 513 ;
Gajanejos;19;19125;6;3; 54 ;
Galápagos;19;19126;6;13; 2.475 ;
Galve de Sorbe;19;19127;6;4; 109 ;
Gascueña de Bornova;19;19129;6;1; 29 ;
Guadalajara;19;19130;6;227; 87.484 ;
Henche;19;19132;6;1; 96 ;
Heras de Ayuso;19;19133;6;2; 255 ;
Herrería;19;19134;6;1; 24 ;
Hiendelaencina;19;19135;6;3; 109 ;
Hijes;19;19136;6;1; 18 ;
Hita;19;19138;6;6; 288 ;
Hombrados;19;19139;6;1; 35 ;
Hontoba;19;19142;6;8; 339 ;
Horche;19;19143;6;12; 2.622 ;
Hortezuela de Océn;19;19145;6;1; 40 ;
Huerce, La;19;19146;6;2; 56 ;
Huérmeces del Cerro;19;19147;6;1; 41 ;
Huertahernando;19;19148;6;2; 54 ;
Hueva;19;19150;6;2; 120 ;
Humanes;19;19151;6;16; 1.511 ;
Illana;19;19152;6;7; 664 ;
Iniéstola;19;19153;6;1; 23 ;
Inviernas, Las;19;19154;6;1; 58 ;
Irueste;19;19155;6;1; 72 ;
Jadraque;19;19156;6;15; 1.370 ;
Jirueque;19;19157;6;1; 55 ;
Ledanca;19;19159;6;5; 104 ;
Loranca de Tajuña;19;19160;6;5; 1.264 ;
Lupiana;19;19161;6;4; 259 ;
Luzaga;19;19162;6;1; 67 ;
Luzón;19;19163;6;2; 69 ;
Majaelrayo;19;19165;6;2; 55 ;
Málaga del Fresno;19;19166;6;2; 185 ;
Malaguilla;19;19167;6;2; 158 ;
Mandayona;19;19168;6;3; 287 ;
Mantiel;19;19169;6;2; 31 ;
Maranchón;19;19170;6;6; 234 ;
Marchamalo;19;19171;6;39; 7.684 ;
Masegoso de Tajuña;19;19172;6;2; 49 ;
Matarrubia;19;19173;6;2; 57 ;
Matillas;19;19174;6;2; 101 ;
Mazarete;19;19175;6;1; 35 ;
Mazuecos;19;19176;6;3; 266 ;
Medranda;19;19177;6;1; 60 ;
Megina;19;19178;6;1; 29 ;
Membrillera;19;19179;6;4; 87 ;
Miedes de Atienza;19;19181;6;1; 53 ;
Mierla, La;19;19182;6;1; 39 ;
Milmarcos;19;19183;6;1; 78 ;
Millana;19;19184;6;1; 105 ;
Miñosa, La;19;19185;6;4; 26 ;
Mirabueno;19;19186;6;1; 74 ;
Miralrío;19;19187;6;1; 53 ;
Mochales;19;19188;6;1; 40 ;
Mohernando;19;19189;6;2; 183 ;
Molina de Aragón;19;19190;6;13; 3.233 ;
Monasterio;19;19191;6;1; 14 ;
Mondéjar;19;19192;6;13; 2.686 ;
Montarrón;19;19193;6;1; 25 ;
Moratilla de los Meleros;19;19194;6;2; 100 ;
Morenilla;19;19195;6;1; 37 ;
Muduex;19;19196;6;2; 100 ;
Navas de Jadraque, Las;19;19197;6;2; 32 ;
Negredo;19;19198;6;1; 17 ;
Ocentejo;19;19199;6;1; 18 ;
Olivar, El;19;19200;6;2; 69 ;
Olmeda de Cobeta;19;19201;6;2; 67 ;
Olmeda de Jadraque, La;19;19202;6;1; 15 ;
Ordial, El;19;19203;6;1; 28 ;
Orea;19;19204;6;5; 181 ;
Pálmaces de Jadraque;19;19208;6;1; 40 ;
Pardos;19;19209;6;1; 43 ;
Paredes de Sigüenza;19;19210;6;1; 22 ;
Pareja;19;19211;6;9; 393 ;
Pastrana;19;19212;6;6; 858 ;
Pedregal, El;19;19213;6;1; 72 ;
Peñalén;19;19214;6;1; 75 ;
Peñalver;19;19215;6;2; 133 ;
Peralejos de las Truchas;19;19216;6;4; 152 ;
Peralveche;19;19217;6;1; 38 ;
Pinilla de Jadraque;19;19218;6;1; 47 ;
Pinilla de Molina;19;19219;6;1; 9 ;
Pioz;19;19220;6;17; 4.352 ;
Piqueras;19;19221;6;2; 52 ;
Pobo de Dueñas, El;19;19222;6;1; 108 ;
Poveda de la Sierra;19;19223;6;2; 114 ;
Pozo de Almoguera;19;19224;6;1; 107 ;
Pozo de Guadalajara;19;19225;6;7; 1.332 ;
Prádena de Atienza;19;19226;6;2; 47 ;
Prados Redondos;19;19227;6;2; 60 ;
Puebla de Beleña;19;19228;6;1; 43 ;
Puebla de Valles;19;19229;6;1; 59 ;
Quer;19;19230;6;11; 830 ;
Rebollosa de Jadraque;19;19231;6;1; 10 ;
Recuenco, El;19;19232;6;1; 59 ;
Renera;19;19233;6;4; 100 ;
Retiendas;19;19234;6;1; 43 ;
Riba de Saelices;19;19235;6;1; 102 ;
Rillo de Gallo;19;19237;6;1; 42 ;
Riofrío del Llano;19;19238;6;3; 57 ;
Robledillo de Mohernando;19;19239;6;2; 117 ;
Robledo de Corpes;19;19240;6;2; 44 ;
Romanillos de Atienza;19;19241;6;1; 36 ;
Romanones;19;19242;6;2; 95 ;
Rueda de la Sierra;19;19243;6;2; 39 ;
Sacecorbo;19;19244;6;2; 89 ;
Sacedón;19;19245;6;12; 1.523 ;
Saelices de la Sal;19;19246;6;1; 39 ;
Salmerón;19;19247;6;2; 140 ;
San Andrés del Congosto;19;19248;6;2; 74 ;
San Andrés del Rey;19;19249;6;1; 40 ;
Santiuste;19;19250;6;1; 14 ;
Saúca;19;19251;6;4; 56 ;
